,address,Route Name,Route Latitude,Route Longitude,Venue,Venue Summary,Venue Category,Distance,Address,Neighborhood Latitude,Neighborhood Longitude,Route_Name
3726,,,,,Lidl,This spot is popular,Supermarket,427,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3727,,,,,Golden City,This spot is popular,Chinese Restaurant,355,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3728,,,,,Wickes,This spot is popular,Hardware Store,878,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3729,,,,,Sainsbury's,This spot is popular,Supermarket,622,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3730,,,,,Equinix LD5,This spot is popular,IT Services,803,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3731,,,,,Kopernik,This spot is popular,Food & Drink Shop,654,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3732,,,,,Absolutely Fitness,This spot is popular,Recreation Center,664,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3733,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,696,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3734,,,,,Chicken Delite,This spot is popular,Burger Joint,699,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3735,,,,,Subway,This spot is popular,Sandwich Place,745,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3736,,,,,Wokhei,This spot is popular,Noodle House,769,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3737,,,,,Fairprice Supermarket,This spot is popular,Grocery Store,778,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3738,,,,,Ann's Pantry,This spot is popular,Breakfast Spot,787,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3739,,,,,McDonald's,This spot is popular,Fast Food Restaurant,911,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3740,,,,,Karma Footprints LTD,This spot is popular,IT Services,912,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3741,,,,,KFC,This spot is popular,Fast Food Restaurant,746,SL2 1RP Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3742,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,583,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3743,,,,,Pets at Home,This spot is popular,Pet Store,953,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3744,,,,,Co-op Food,This spot is popular,Grocery Store,576,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3745,,,,,B&M Store,This spot is popular,Discount Store,818,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3746,,,,,Greggs,This spot is popular,Bakery,944,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3747,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,699,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3748,,,,,Costa Coffee,This spot is popular,Coffee Shop,821,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3749,,,,,Iceland,This spot is popular,Grocery Store,706,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3750,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,824,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3751,,,,,Poundland,This spot is popular,Discount Store,902,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3752,,,,,Lidl,This spot is popular,Supermarket,593,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3753,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,473,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3754,,,,,Golden City,This spot is popular,Chinese Restaurant,523,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3755,,,,,Equinix LD5,This spot is popular,IT Services,903,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3756,,,,,Sainsbury's,This spot is popular,Supermarket,845,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3757,,,,,Subway,This spot is popular,Sandwich Place,859,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3758,,,,,Absolutely Fitness,This spot is popular,Recreation Center,852,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3759,,,,,Kopernik,This spot is popular,Food & Drink Shop,872,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3760,,,,,Chicken Delite,This spot is popular,Burger Joint,923,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3761,,,,,Wokhei,This spot is popular,Noodle House,943,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3762,,,,,Fairprice Supermarket,This spot is popular,Grocery Store,951,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3763,,,,,Ann's Pantry,This spot is popular,Breakfast Spot,962,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3764,,,,,KFC,This spot is popular,Fast Food Restaurant,972,SL2 1RQ Long Readings Lane,51.5298321,-0.6234044999999999,Long Readings Lane
3765,,,,,Jump In Trampoline Arena,This spot is popular,Recreation Center,633,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3766,,,,,Pets at Home,This spot is popular,Pet Store,727,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3767,,,,,B&M Store,This spot is popular,Discount Store,592,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3768,,,,,Greggs,This spot is popular,Bakery,783,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3769,,,,,Co-op Food,This spot is popular,Grocery Store,774,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3770,,,,,Costa Coffee,This spot is popular,Coffee Shop,601,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3771,,,,,Lebanese Grill,This spot is popular,Lebanese Restaurant,489,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3772,,,,,Iceland,This spot is popular,Grocery Store,488,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3773,,,,,Exotic Karahi,This spot is popular,Asian Restaurant,603,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3774,,,,,Premier Inn Slough West (Slough Trading Estate) hotel,This spot is popular,Hotel,858,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3775,,,,,Poundland,This spot is popular,Discount Store,676,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3776,,,,,Lidl,This spot is popular,Supermarket,427,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3777,,,,,Golden City,This spot is popular,Chinese Restaurant,355,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3778,,,,,Wickes,This spot is popular,Hardware Store,878,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3779,,,,,Sainsbury's,This spot is popular,Supermarket,622,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3780,,,,,Equinix LD5,This spot is popular,IT Services,803,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3781,,,,,Kopernik,This spot is popular,Food & Drink Shop,654,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3782,,,,,Absolutely Fitness,This spot is popular,Recreation Center,664,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3783,,,,,Monksfield Way Recreation Ground,This spot is popular,Park,696,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
3784,,,,,Chicken Delite,This spot is popular,Burger Joint,699,SL2 1RS Faraday Road,51.52810770000001,-0.6216785,Faraday Road
